,FAM_N,internet,agua,banco,iglesia,dejar_hijos,cuantas_personas,tiempo_casa,primer_hijo,cuantas_trabajan,tiempo_trabajan,pierden_colegio,ingreso,bautizadas,DIRECCION,PADRE,MADRE,F,M,NINOS,MAYORES
368,736.0,0.0,1.0,0.0,1.0,1.0,9,10.0,22.0,1.0,0.75,1.0,850.0,0.44444,7 DE ENERO,0.0,1.0,3.0,3.0,4.0,0.0
369,46.0,0.0,0.0,0.0,1.0,1.0,3,18.0,20.0,1.0,1.0,2.0,850.0,0.33333,VILLA SOL ALTA,0.0,1.0,2.0,0.0,1.0,0.0
370,47.0,0.0,0.0,0.0,1.0,1.0,3,18.0,17.0,1.0,1.0,0.0,640.0,0.66667,VILLA SOL ALTA,0.0,1.0,2.0,0.0,0.0,1.0
371,48.0,1.0,0.0,0.0,1.0,0.0,6,18.0,21.0,3.0,2.0,0.0,1000.0,0.66667,VILLA SOL ALTA,1.0,1.0,1.0,2.0,1.0,0.0
372,49.0,0.0,0.0,0.0,1.0,0.0,2,18.0,21.0,1.0,2.0,0.0,850.0,1.0,VILLA SOL ALTA,0.0,1.0,2.0,0.0,1.0,0.0
373,50.0,0.0,0.0,0.0,1.0,1.0,3,18.0,25.0,2.0,1.1690340909090908,1.9508474576271189,600.0,1.0,VILLA SOL ALTA,1.0,0.0,1.0,2.0,0.0,0.0
375,52.0,0.0,0.0,0.0,1.0,0.0,7,15.0,14.0,2.0,1.0,0.0,1000.0,0.57143,VILLA SOL ALTA,0.0,1.0,2.0,4.0,5.0,0.0
376,53.0,0.0,0.0,0.0,1.0,0.0,3,15.0,20.0,1.0,2.0,0.0,850.0,1.0,VILLA SOL ALTA,0.0,1.0,1.0,2.0,1.0,0.0
377,54.0,0.0,0.0,0.0,1.0,0.0,3,18.0,22.0,1.0,1.0,0.0,600.0,1.0,VILLA SOL ALTA,0.0,1.0,2.0,1.0,2.0,0.0
378,55.0,0.0,0.0,0.0,1.0,0.0,5,18.0,22.0,1.0,2.0,0.0,800.0,1.0,VILLA SOL ALTA,0.0,1.0,2.0,3.0,4.0,0.0
379,611.0,0.0,0.0,0.0,1.0,1.0,5,18.0,20.0,1.0,2.0,1.0,200.0,0.2,UNION SANTA FE,0.0,1.0,2.0,3.0,4.0,0.0
380,612.0,0.0,0.0,0.0,1.0,0.0,3,19.0,25.0,1.0,2.0,2.0,450.0,0.33333,UNION SANTA FE,0.0,1.0,3.0,1.0,2.0,0.0
381,613.0,0.0,1.0,0.0,1.0,1.0,6,19.0,22.0,1.0,2.0,1.0,500.0,0.16667,PARCELA 23A,1.0,1.0,3.0,3.0,4.0,0.0
382,614.0,0.0,1.0,0.0,1.0,1.0,6,18.0,20.98711340206185,1.0,1.0,0.0,400.0,0.43969,UNION SANTA FE,1.0,0.0,1.0,4.0,4.0,0.0
383,26.0,0.0,1.0,0.0,1.0,1.0,4,9.0,21.0,1.0,0.3,1.9508474576271189,600.0,0.5,PARCELA 23A,0.0,1.0,3.0,1.0,2.0,0.0
384,27.0,0.0,1.0,0.0,1.0,1.0,5,8.0,22.0,1.0,1.0,1.9508474576271189,800.0,0.2,PARCELA 23A,1.0,1.0,3.0,2.0,2.0,1.0
385,28.0,0.0,1.0,0.0,1.0,1.0,5,1.0,28.0,1.0,0.5,1.9508474576271189,400.0,0.52762,PARCELA 23A,1.0,1.0,4.0,1.0,3.0,0.0
386,29.0,0.0,1.0,0.0,1.0,0.0,6,8.0,34.0,3.0,1.1690340909090908,1.9508474576271186,900.0,0.16667,PARCELA 23A,1.0,1.0,2.0,4.0,3.0,0.0
387,30.0,0.0,1.0,0.0,0.0,1.0,10,10.0,22.0,2.0,1.1690340909090908,1.9508474576271186,900.0,0.8,PARCELA 23A,1.0,1.0,2.0,5.0,5.0,0.0
388,31.0,0.0,1.0,0.0,1.0,1.0,5,22.0,20.0,1.0,1.0,2.0,90.0,0.4,PARCELA 23A,0.0,1.0,2.0,1.0,2.0,0.0
389,264.0,0.0,0.0,0.0,0.0,0.0,3,20.0,18.0,0.0,1.1690340909090908,1.9508474576271186,250.0,0.66667,LAS AMERICAS,1.0,1.0,1.0,2.0,1.0,0.0
390,265.0,0.0,0.0,0.0,1.0,0.0,6,20.0,19.0,1.0,1.1690340909090908,1.9508474576271186,500.0,1.0,LAS AMERICAS,1.0,1.0,3.0,2.0,3.0,0.0
391,266.0,0.0,0.0,0.0,0.0,0.0,2,10.0,18.0,0.0,1.1690340909090908,1.9508474576271186,0.0,1.0,LAS AMERICAS,0.0,1.0,2.0,0.0,0.0,0.0
392,267.0,0.0,0.0,0.0,1.0,0.0,7,12.0,26.0,1.0,1.1690340909090908,1.9508474576271186,800.0,0.0,LAS AMERICAS,1.0,1.0,2.0,5.0,5.0,0.0
393,268.0,0.0,0.0,0.0,0.0,0.0,2,20.0,15.0,1.0,0.2,1.9508474576271189,400.0,1.0,LAS AMERICAS,0.0,1.0,2.0,0.0,1.0,0.0
394,269.0,0.0,0.0,0.0,0.0,0.0,2,20.0,18.0,1.0,1.1690340909090908,1.9508474576271189,600.0,1.0,LAS AMERICAS,0.0,1.0,2.0,0.0,0.0,0.0
395,270.0,0.0,0.0,0.0,0.0,0.0,1,20.0,18.0,1.3063291139240507,1.1690340909090908,1.9508474576271189,250.0,1.0,LAS AMERICAS,0.0,1.0,1.0,0.0,0.0,0.0
396,184.0,0.0,0.0,0.0,1.0,1.0,6,18.0,24.0,1.0,0.0,8.0,200.0,0.66667,COMEDOR: CRUZ DE MOTUPE,0.0,1.0,4.0,0.0,3.0,0.0
397,185.0,0.0,0.0,0.0,1.0,1.0,4,12.0,20.0,1.0,0.0,4.0,180.0,0.5,COMEDOR: CRUZ DE MOTUPE,1.0,1.0,2.0,2.0,2.0,0.0
398,186.0,0.0,0.0,0.0,1.0,0.0,7,28.0,19.0,2.0,2.0,3.0,0.0,0.71429,COMEDOR: CRUZ DE MOTUPE,1.0,1.0,3.0,2.0,2.0,0.0
399,187.0,0.0,1.0,0.0,1.0,1.0,7,22.0,24.0,1.0,1.0,3.0,250.0,0.71429,COMEDOR: CRUZ DE MOTUPE,1.0,1.0,1.0,4.0,2.0,0.0
400,188.0,1.0,0.0,0.0,1.0,0.0,5,3.0,18.0,1.0,0.0,0.0,500.0,0.8,COMEDOR: CRUZ DE MOTUPE,1.0,1.0,3.0,2.0,3.0,0.0
401,137.0,0.0,1.0,0.0,1.0,1.0,6,18.0,22.0,2.0,1.5,1.9508474576271186,600.0,0.43969,SENOR DE LOS MILAGROS,1.0,1.0,5.0,1.0,3.0,0.0
402,138.0,0.0,1.0,0.0,1.0,0.0,8,6.0,20.0,3.0,1.1690340909090908,1.9508474576271186,750.0,0.25,SENOR DE LOS MILAGROS,1.0,1.0,2.0,4.0,4.0,0.0
403,139.0,0.0,1.0,0.0,1.0,1.0,3,18.0,32.0,1.0,2.0,1.9508474576271189,400.0,0.66667,SENOR DE LOS MILAGROS,0.0,1.0,2.0,1.0,2.0,0.0
404,140.0,0.0,1.0,0.0,1.0,1.0,5,18.0,18.0,1.0,1.5,3.0,470.0,0.2,SENOR DE LOS MILAGROS,0.0,1.0,3.0,2.0,3.0,0.0
408,105.0,1.0,1.0,0.0,1.0,0.0,6,20.0,18.0,1.0,0.0,1.9508474576271189,800.0,0.66667,NUEVA GENERACION,0.0,1.0,1.0,2.0,1.0,0.0
409,106.0,1.0,1.0,0.0,1.0,0.0,5,9.0,15.0,3.0,0.0,2.0,700.0,0.8,NUEVA GENERACION,0.0,1.0,2.0,1.0,2.0,0.0
410,107.0,1.0,1.0,0.0,1.0,0.0,7,8.0,35.0,1.0,0.5,1.9508474576271189,800.0,0.14286,NUEVA GENERACION,1.0,1.0,4.0,3.0,4.0,1.0
411,156.0,0.0,1.0,0.0,1.0,0.0,6,18.0,17.0,1.0,1.0,3.0,800.0,0.0,GIRASOLES PARTE BAJA,0.0,1.0,5.0,1.0,5.0,0.0
412,157.0,0.0,0.0,0.0,1.0,1.0,6,18.0,20.0,1.0,0.0,2.0,600.0,0.0,GIRASOLES PARTE BAJA,1.0,1.0,2.0,4.0,4.0,0.0
413,158.0,0.0,1.0,0.0,1.0,0.0,5,12.0,20.0,1.0,1.0,0.0,930.0,0.8,GIRASOLES PARTE BAJA,1.0,1.0,1.0,1.0,0.0,0.0
414,159.0,0.0,1.0,0.0,1.0,0.0,3,6.0,18.0,1.0,1.0,0.0,500.0,0.0,GIRASOLES PARTE BAJA,0.0,1.0,1.0,2.0,2.0,0.0
415,160.0,0.0,1.0,0.0,1.0,0.0,5,18.0,19.0,1.0,0.0,2.0,700.0,0.0,GIRASOLES PARTE BAJA,1.0,1.0,3.0,2.0,3.0,0.0
416,161.0,0.0,1.0,0.0,1.0,0.0,6,15.0,17.0,1.0,1.1690340909090908,3.0,850.0,0.5,GIRASOLES PARTE BAJA,1.0,1.0,3.0,3.0,3.0,0.0
417,162.0,0.0,1.0,0.0,1.0,0.0,5,15.0,20.0,0.0,1.1690340909090908,2.0,600.0,0.6,GIRASOLES PARTE BAJA,0.0,1.0,4.0,1.0,4.0,0.0
418,163.0,0.0,1.0,0.0,1.0,1.0,3,7.0,28.0,1.0,0.4,2.0,600.0,0.66667,GIRASOLES PARTE BAJA,0.0,1.0,1.0,2.0,2.0,0.0
419,258.0,0.0,1.0,0.0,1.0,0.0,5,18.0,22.0,1.0,1.0,6.0,600.0,0.4,LAS VIOLETAS,1.0,1.0,4.0,1.0,3.0,0.0
420,259.0,0.0,1.0,0.0,1.0,0.0,5,9.0,16.0,1.0,0.6,6.0,600.0,0.0,LAS VIOLETAS,1.0,1.0,3.0,2.0,3.0,0.0
421,260.0,0.0,1.0,0.0,1.0,0.0,9,19.0,18.0,1.0,0.7,1.9508474576271189,800.0,0.0,LAS VIOLETAS,1.0,1.0,2.0,1.0,1.0,0.0
423,262.0,0.0,1.0,0.0,1.0,0.0,2,13.0,25.0,1.0,1.0,7.0,800.0,0.0,LAS VIOLETAS,1.0,0.0,0.0,2.0,1.0,0.0
424,263.0,0.0,1.0,0.0,1.0,0.0,3,18.0,18.0,1.0,1.0,3.0,50.0,1.0,LAS VIOLETAS,0.0,1.0,1.0,0.0,0.0,0.0
425,760.0,0.0,0.0,0.0,1.0,0.0,5,10.0,18.0,1.0,1.0,0.0,850.0,1.0,EL TREBOL SANTA TERESITA NIÌÎÌÓO JESUS,1.0,0.0,4.0,1.0,4.0,0.0
426,761.0,0.0,0.0,0.0,1.0,1.0,4,11.0,16.0,1.0,1.0,0.0,850.0,1.0,EL TREBOL SANTA TERESITA NIÌÎÌÓO JESUS,1.0,0.0,1.0,3.0,3.0,0.0
428,763.0,0.0,0.0,0.0,1.0,0.0,4,12.0,19.0,1.0,2.0,0.0,850.0,1.0,EL TREBOL SANTA TERESITA NIÌÎÌÓO JESUS,0.0,1.0,2.0,2.0,3.0,0.0
429,764.0,0.0,0.0,0.0,1.0,0.0,5,10.0,19.0,1.0,1.0,0.0,850.0,1.0,EL TREBOL SANTA TERESITA NIÌÎÌÓO JESUS,1.0,1.0,4.0,1.0,3.0,0.0
430,715.0,0.0,0.0,0.0,1.0,0.0,5,3.0,19.0,2.0,1.0,0.0,950.0,0.6,LAS MORAS ZONAC,1.0,1.0,2.0,3.0,2.0,0.0
431,716.0,0.0,0.0,0.0,1.0,1.0,5,6.0,19.0,1.0,0.6,0.0,930.0,0.6,LAS MORAS ZONAC,1.0,1.0,3.0,2.0,2.0,0.0
432,717.0,0.0,0.0,0.0,1.0,1.0,5,13.0,29.0,1.0,1.0,1.0,980.0,0.4,LAS MORAS ZONAC,1.0,1.0,3.0,2.0,3.0,0.0
433,718.0,0.0,1.0,0.0,1.0,1.0,6,10.0,23.0,1.0,1.0,0.0,800.0,0.16667,LAS MORAS ZONAC,0.0,1.0,2.0,4.0,5.0,0.0
434,719.0,0.0,1.0,0.0,1.0,0.0,6,8.0,16.0,2.0,1.0,0.0,900.0,0.5,LAS MORAS ZONAC,0.0,1.0,2.0,2.0,3.0,0.0
435,720.0,0.0,1.0,0.0,1.0,1.0,4,2.0,15.0,1.0,0.4,0.0,500.0,0.5,LOS VENCEDORES DE LA RINCONADA,0.0,1.0,2.0,2.0,3.0,0.0
436,721.0,0.0,1.0,0.0,1.0,1.0,7,3.0,18.0,1.0,1.75,0.0,850.0,0.57143,LOS VENCEDORES DE LA RINCONADA,0.0,1.0,3.0,3.0,5.0,0.0
437,722.0,0.0,1.0,0.0,1.0,1.0,7,4.0,26.0,1.0,1.0,0.0,850.0,0.71429,LOS VENCEDORES DE LA RINCONADA,0.0,1.0,6.0,0.0,5.0,0.0
438,723.0,0.0,1.0,0.0,1.0,0.0,6,3.0,15.0,1.0,2.0,0.0,750.0,0.16667,LOS VENCEDORES DE LA RINCONADA,1.0,1.0,4.0,2.0,4.0,0.0
439,724.0,0.0,1.0,0.0,1.0,1.0,6,5.0,22.0,1.0,0.5,0.0,480.0,0.5,LOS VENCEDORES DE LA RINCONADA,1.0,1.0,3.0,2.0,3.0,0.0
440,197.0,0.0,1.0,0.0,1.0,1.0,5,2.0,23.0,1.0,0.75,2.0,480.0,0.4,LA RINCONADA,0.0,1.0,3.0,3.0,3.0,2.0
441,198.0,0.0,1.0,0.0,1.0,1.0,5,22.0,19.0,1.0,1.5,3.0,50.0,0.4,LA RINCONADA,0.0,1.0,4.0,1.0,4.0,0.0
442,199.0,0.0,1.0,0.0,1.0,0.0,4,25.0,33.0,1.0,1.0,1.0,600.0,0.5,LA RINCONADA,0.0,1.0,3.0,2.0,3.0,1.0
443,200.0,0.0,1.0,0.0,1.0,1.0,6,3.0,26.0,7.0,1.5,2.0,520.0,0.33333,LA RINCONADA,1.0,1.0,3.0,3.0,3.0,1.0
444,201.0,0.0,1.0,0.0,1.0,1.0,4,30.0,20.0,1.0,0.5,1.0,60.0,1.0,LA RINCONADA,0.0,1.0,2.0,2.0,2.0,0.0
449,674.0,0.0,0.0,0.0,1.0,0.0,5,35.0,32.0,1.0,1.1690340909090908,0.0,475.0,1.0,PAMPAS DE SAN JUAN,1.0,1.0,2.0,2.0,1.0,0.0
450,675.0,0.0,0.0,0.0,1.0,1.0,10,35.0,17.0,2.0,1.1690340909090908,2.0,900.0,0.0,PAMPAS DE SAN JUAN,1.0,1.0,3.0,3.0,4.0,0.0
451,676.0,0.0,0.0,0.0,1.0,0.0,8,25.0,18.0,2.0,0.0,8.0,1000.0,0.5,PAMPAS DE SAN JUAN,0.0,1.0,2.0,3.0,4.0,0.0
452,677.0,0.0,0.0,0.0,1.0,0.0,7,36.0,27.0,1.0,1.1690340909090908,1.9508474576271189,860.0,0.85714,PAMPAS DE SAN JUAN,0.0,1.0,2.0,1.0,2.0,0.0
458,363.0,0.0,0.0,0.0,1.0,1.0,4,5.0,30.0,1.0,2.0,3.0,350.0,0.5,URANMARCA,0.0,1.0,1.0,3.0,1.0,0.0
459,364.0,0.0,0.0,0.0,1.0,1.0,8,7.0,18.0,1.0,2.0,0.0,500.0,0.375,URANMARCA,0.0,1.0,3.0,2.0,3.0,0.0
460,365.0,0.0,0.0,0.0,1.0,1.0,2,4.0,20.0,1.0,1.0,0.0,450.0,0.5,URANMARCA,0.0,1.0,2.0,0.0,1.0,0.0
461,366.0,0.0,0.0,0.0,1.0,1.0,3,3.0,22.0,1.0,2.0,2.0,280.0,0.66667,URANMARCA,0.0,1.0,1.0,2.0,2.0,0.0
462,367.0,0.0,0.0,0.0,1.0,1.0,3,4.0,28.0,1.0,0.5,0.0,100.0,1.0,URANMARCA,0.0,1.0,2.0,1.0,0.0,1.0
463,368.0,0.0,0.0,0.0,1.0,1.0,6,10.0,18.0,1.0,2.0,0.0,400.0,0.0,URANMARCA,0.0,1.0,3.0,0.0,2.0,0.0
464,369.0,0.0,0.0,0.0,1.0,1.0,5,4.0,17.0,1.0,2.0,0.0,300.0,0.4,URANMARCA,0.0,1.0,2.0,3.0,3.0,0.0
465,384.0,0.0,1.0,0.0,1.0,0.0,7,5.0,20.98711340206185,1.0,1.0,1.9508474576271189,600.0,0.71429,URANMARCA,0.0,1.0,2.0,2.0,0.0,1.0
466,383.0,0.0,1.0,0.0,1.0,0.0,9,35.0,22.0,2.0,1.1690340909090908,0.0,750.0,0.11111,SANTA URSULA,1.0,1.0,5.0,2.0,2.0,0.0
468,381.0,0.0,0.0,0.0,1.0,0.0,3,30.0,19.0,1.0,1.1690340909090908,1.9508474576271186,600.0,0.66667,SANTA URSULA,1.0,1.0,2.0,2.0,1.0,0.0
473,678.0,0.0,1.0,0.0,1.0,0.0,7,33.0,30.0,1.0,0.1,1.0,600.0,0.14286,REPUBLICA DEMOCRATICA ALEMANA,1.0,1.0,3.0,5.0,4.0,0.0
474,679.0,0.0,1.0,0.0,1.0,0.0,7,20.0,34.0,1.0,1.0,1.9508474576271186,700.0,0.14286,REPUBLICA DEMOCRATICA ALEMANA,0.0,1.0,4.0,3.0,4.0,0.0
475,680.0,0.0,1.0,0.0,1.0,0.0,6,7.0,22.0,1.0,1.0,0.0,700.0,0.16667,REPUBLICA DEMOCRATICA ALEMANA,1.0,1.0,3.0,3.0,4.0,0.0
476,681.0,0.0,1.0,0.0,1.0,0.0,6,20.0,22.0,1.0,0.65,0.0,500.0,0.5,REPUBLICA DEMOCRATICA ALEMANA,1.0,1.0,4.0,2.0,3.0,0.0
477,682.0,0.0,1.0,0.0,1.0,0.0,8,30.0,20.0,1.0,0.1,1.0,500.0,0.125,REPUBLICA DEMOCRATICA ALEMANA,0.0,1.0,5.0,3.0,5.0,0.0
478,390.0,0.0,1.0,0.0,1.0,0.0,4,1.0,18.0,1.0,1.0,1.0,600.0,1.0,PROGRAMA MUNICIPAL DE V. UNICA,0.0,1.0,2.0,2.0,3.0,0.0
479,391.0,0.0,1.0,0.0,1.0,0.0,5,30.0,32.0,1.0,2.0,1.0,950.0,1.0,PROGRAMA MUNICIPAL DE V. UNICA,1.0,0.0,2.0,3.0,3.0,0.0
480,392.0,0.0,1.0,0.0,1.0,0.0,6,2.0,22.0,1.0,1.0,4.0,800.0,1.0,PROGRAMA MUNICIPAL DE V. UNICA,1.0,1.0,1.0,5.0,4.0,0.0
481,393.0,0.0,1.0,0.0,1.0,0.0,6,14.0,24.0,1.0,1.0,1.0,950.0,0.33333,PROGRAMA MUNICIPAL DE V. UNICA,1.0,1.0,3.0,3.0,4.0,0.0
482,394.0,0.0,1.0,0.0,1.0,0.0,8,3.0,23.0,1.0,3.0,1.0,1000.0,0.625,PROGRAMA MUNICIPAL DE V. UNICA,1.0,0.0,5.0,2.0,5.0,0.0
483,395.0,0.0,1.0,0.0,1.0,0.0,6,34.0,20.0,1.0,2.0,1.0,600.0,0.33333,PROGRAMA MUNICIPAL DE V. UNICA,0.0,1.0,2.0,2.0,3.0,0.0
484,396.0,0.0,1.0,0.0,1.0,0.0,5,7.0,22.0,1.0,2.0,1.0,800.0,0.4,PROGRAMA MUNICIPAL DE V. UNICA,1.0,1.0,3.0,2.0,3.0,0.0
485,346.0,0.0,1.0,0.0,1.0,0.0,6,3.0,16.0,1.0,0.2,0.0,1000.0,0.83333,LOS PORTALES,1.0,1.0,3.0,3.0,3.0,0.0
486,347.0,0.0,0.0,0.0,1.0,0.0,8,15.0,17.0,3.0,1.1690340909090908,1.9508474576271186,1250.0,1.0,LOS PORTALES,0.0,1.0,2.0,1.0,2.0,0.0
487,348.0,0.0,1.0,0.0,1.0,0.0,4,28.0,21.0,1.0,1.5,0.0,780.0,0.0,LOS PORTALES,1.0,1.0,2.0,3.0,1.0,0.0
490,351.0,0.0,1.0,0.0,0.0,0.0,3,4.0,20.0,1.0,1.0,0.0,850.0,0.0,LOS PORTALES,0.0,1.0,2.0,0.0,1.0,0.0
491,352.0,0.0,1.0,0.0,1.0,0.0,5,30.0,23.0,1.0,1.1690340909090908,0.0,500.0,1.0,LOS PORTALES,1.0,1.0,1.0,1.0,0.0,0.0
492,601.0,0.0,1.0,0.0,1.0,0.0,7,32.0,31.0,2.0,1.0,2.0,700.0,0.71429,LADREAS DE VILLA,1.0,1.0,3.0,2.0,3.0,0.0
493,602.0,0.0,1.0,0.0,1.0,1.0,6,13.0,13.0,1.0,1.0,2.0,800.0,0.83333,LADREAS DE VILLA,0.0,1.0,5.0,1.0,5.0,0.0
494,603.0,0.0,1.0,0.0,1.0,1.0,6,28.0,26.0,2.0,3.0,2.0,600.0,1.0,LADREAS DE VILLA,1.0,1.0,3.0,3.0,2.0,1.0
495,604.0,0.0,1.0,0.0,1.0,1.0,8,35.0,15.0,2.0,0.5,1.0,600.0,1.0,LADREAS DE VILLA,1.0,1.0,5.0,2.0,5.0,0.0
496,605.0,0.0,1.0,0.0,1.0,1.0,5,28.0,21.0,2.0,1.0,2.0,280.0,1.0,LADREAS DE VILLA,1.0,1.0,1.0,5.0,3.0,0.0
499,355.0,0.0,1.0,0.0,1.0,0.0,3,20.0,21.0,1.0,1.1690340909090908,1.9508474576271186,200.0,1.0,LAS TORRES,0.0,1.0,2.0,0.0,0.0,0.0
